0.271032874,3649.739415,4451.320791,9.22314238,32.39289976,47.55975363,2798.975799,64.99582452,122.8987964,0.197826456,91.99326726,49.97086028,2703.521071,25.25755863,49.68186732,3330.810326,22.88620734,66.62830284,0,272.7821772,102.4800282,92.26253071,62.8069839,53.28670886,26.66217256,60.48285399,24.22930091,37.20819813,46.4305264,35.86532151,12.93064205
0.272356488,3670.787424,4495.852571,9.247131516,32.04611279,47.82457163,2799.481097,65.29158081,122.9056028,0.198203456,92.03691963,51.24027657,2704.895841,25.22277922,51.0665391,3331.959336,22.83724117,66.6188934,1.120182999,272.838664,102.4789647,92.48612779,62.81776486,53.23820991,26.66956454,60.54762836,24.09290444,37.22284026,46.43083475,35.98745247,15.8007806
0.270346506,3657.556017,4440.182032,9.300911375,32.41053525,47.37785523,2800.361484,65.78565553,122.8781887,0.197104088,92.08148632,49.3801707,2705.183218,25.32371889,49.35929734,3332.406596,22.79871769,66.64354614,-0.109617899,272.6736814,102.4765037,92.43367026,62.81452206,53.22004408,26.67979761,60.46875247,24.24626448,37.22401814,46.42246609,35.84323623,14.6417695
0.270433052,3634.568735,4435.43357,9.235207212,32.69871502,47.43226882,2798.627559,65.33208957,122.8894188,0.199969058,91.89584908,52.8695959,2703.432338,25.13507152,49.52371692,3330.791171,22.79245111,66.61743517,1.108846285,272.85428,102.479499,92.08530345,62.81791631,53.20723228,26.68273609,60.51383419,24.27243765,37.20256942,46.39311457,35.79626323,9.867670984
0.272242055,3670.493721,4445.105317,9.183723124,32.48272872,47.67428122,2799.655396,63.904431,122.9054385,0.19806247,91.96614093,48.09244411,2704.878399,25.31280775,48.99430604,3331.740547,22.89205962,66.59483989,0.437745168,272.7280375,102.5098861,92.49551092,62.82898253,53.20382325,26.69647969,60.57117399,24.10558415,37.22122179,46.4055434,35.99824543,11.86441194
0.269701959,3658.431525,4436.571382,9.221013499,32.16243552,47.44785311,2800.82663,64.60223163,122.9189036,0.198615643,92.08073979,50.29527634,2705.751769,25.11314052,49.41519011,3332.938552,22.79918041,66.61947422,0.86108082,273.1342639,102.4625785,92.49140834,62.83944969,53.20109426,26.7840997,60.44843608,24.35647323,37.20045507,46.40602636,35.85080828,10.76561538
0.273406475,3650.062588,4421.256533,9.141898327,32.2675843,47.37745399,2799.797344,64.84001174,122.8774611,0.20121024,91.92675681,50.25223187,2704.115591,25.09930287,51.05955166,3331.57818,22.82939338,66.62716895,-1.13842641,272.349155,102.4723145,92.02002652,62.8587553,53.17931835,26.85147389,60.43122496,24.61054872,37.21081609,46.40620718,35.96762091,10.40659288
0.272095193,3637.862762,4443.65761,9.194700874,32.39185145,47.56540706,2800.445825,64.40837396,122.9156675,0.198809921,92.02943031,53.21390294,2704.553879,25.30086152,50.75997571,3332.485693,23.01225067,66.62687212,-1.428899222,273.1483194,102.4975053,92.65928861,62.86688148,53.17092391,26.65349527,60.45648609,24.50365918,37.20514879,46.39526931,35.93030864,13.17548965
0.26808248,3649.334808,4438.02608,9.209382066,32.33651874,47.61872134,2800.14187,65.38702612,122.9092121,0.202411389,92.03572566,49.21670293,2704.602866,25.22311458,49.64381251,3332.452714,22.87072314,66.6429311,-0.296605615,272.7157126,102.4646399,92.14922128,62.88490689,53.16146459,26.51031617,60.42964923,24.7703004,37.20588207,46.41337945,35.86937965,10.75388133
0.26989179,3681.035457,4420.550149,9.270673187,32.59044218,47.4299549,2799.602452,66.30988149,122.8852995,0.199806825,91.94147648,50.29071873,2703.967796,25.23462625,51.22138129,3332.241748,22.68378732,66.61453524,-1.447031007,272.6485293,102.4699611,92.19775916,62.898437,53.17582136,26.74948694,60.57849231,24.7249242,37.24212861,46.43687367,35.87817476,11.45518468
